Id,target
112,112.07028954434273
113,2.8675657040629114
114,68.58877575249213
115,27.78952819381485
116,-147.56922932111294
117,1.7861173098770275
118,15.955099344549916
119,-27.6950754904019
120,-26.421319005408566
121,-260.4679479676455
122,261.8769628157875
123,149.80105233137667
124,9.245902958670477
125,78.64044418564802
126,-17.204378347569843
127,-157.9720275780971
128,107.50118739717423
129,-37.11091796671664
130,-220.6589577506884
131,115.8518567772899
132,-34.640717564085215
133,-91.66203412265513
134,165.39127932588684
135,34.46854640231073
136,-24.145351408051187
137,56.505885645547416
138,40.667278017254645
139,-179.83711023562662
140,125.09315669106225
141,-77.71059306048402
142,206.59971184364997
143,130.15646038828743
144,-5.120296897516546
145,-158.37330303589044
146,-20.331210484801094
147,128.98619745336762
148,31.250285299067944
149,52.37089684353841
150,-9.461665318107661
151,-47.852994542679205
152,13.006640120517677
153,-74.0365390095919
154,23.266895904442226
155,136.71463911825714
156,341.4161641907308
157,211.59985757210552
158,22.95762875687803
159,-42.57423303677133
160,-176.0396573856154
161,7.798913272343928
162,292.66563589477215
163,70.57585826223372
164,-27.362049383018483
165,150.44548103243062
166,-160.40437083825896
167,135.55446193138098
168,165.79993740569014
169,-51.88506555232905
170,60.77639527874988
171,91.94526228678802
172,89.54926253755112
173,27.025561298708617
174,168.81167912361133
175,-155.70480103453778
176,-99.43121107553348
177,-174.73894475622075
178,-22.929284424006255
179,-111.87895889293553
180,-19.029607356346816
181,-63.53873099085391
182,-79.83373444561583
183,62.05629997355062
184,-73.63606919169226
185,83.75576859477279
186,-61.64548128082041
187,-114.32562261442386
188,-82.54544016482089
189,180.1496034790772
190,-46.46236561912351
191,214.21621617886584
192,-61.729350776952174
193,-88.82687594621068
194,42.5004989125378
195,-4.178209281994077
196,66.61905708913547
197,-65.97957774105737
198,203.95119194508933
199,-143.24973211528211
200,-101.77407197762138
201,-119.77944735523405
202,19.61317747794395
203,48.99976797367868
204,144.92915352641288
205,42.2160645619832
206,87.05778635064894
207,167.80524105062838
208,-274.684567086879
209,-178.48143628274255
210,-110.44086933968369
211,-86.93025100778624
212,24.06689393986714
213,-55.52202720677776
214,73.08295882121425
215,-24.918643820489738
216,-57.27310560032739
217,-33.560979041255855
218,60.591661940434705
219,86.22364096549035
220,-87.44023068396142
221,-153.07517885349537
222,43.51475914992128
223,232.760281310901
224,-53.55740463744047
225,11.247656838886332
226,-66.20456373219459
227,8.152055310745583
228,4.614709124633393
229,34.87189798547461
230,110.86148085906781
231,13.969549778236384
232,-112.13152771622386
233,42.152131608349315
234,94.27643033831028
235,-94.0605157734802
236,-179.60724176619476
237,164.07510229838016
238,103.5598929113759
239,57.02150287333833
240,-13.650858997532124
241,-29.72252434155551
242,-52.64176583011151
243,-176.0652756946115
244,-69.5445351088586
245,-32.54827829253515
246,-175.8471829577982
247,-32.971991849340164
248,29.23702988600676
249,-126.43286723024944
250,12.675879218711442
251,-5.626140516130247
252,-258.8991764399894
253,-258.16379927971303
254,-170.67582804822578
255,41.96752708338059
256,126.10666058172106
257,66.0362150454564
258,114.45130780632853
259,89.04636033055615
260,17.04139580857201
261,-310.2987587354384
262,182.06983232304725
263,-134.5299866599255
264,-48.70034791747072
265,-89.49237886261852
266,-92.46889680292644
267,131.5884633399805
268,157.44676891657198
269,-45.196386969500445
270,-146.76914472314797
271,108.17483437317465
272,-24.78971797522066
273,82.948708652078
274,100.66199006539301
275,20.49395890087009
276,-55.663222039898784
277,-32.22971068429877
278,24.80046645626531
279,68.49101180733197
280,22.915460069186548
281,-132.79205092783593
282,-20.056475410809032
283,-15.886824983305377
284,-131.7374079736294
285,157.08140245593668
286,-14.959440938614067
287,-137.60595569602197
288,201.12634345857293
289,43.513374381116556
290,87.86351103111788
291,26.35888046589727
292,201.49276475943043
293,-43.86795944132762
294,-36.19759597661938
295,-45.394445510913165
296,47.407803485097716
297,-67.31281019737672
298,88.96697748588119
299,-89.06672715560596
300,-100.97863968188018
301,-28.891776722360756
302,-95.14022947379026
303,-28.304111615854637
304,54.776334451906685
305,-37.91207265617102
306,-78.57812511306733
307,-183.78700020060197
308,-168.20015505829056
309,36.142496104399164
310,75.24960159730554
311,296.06698011650184
312,123.4928873825192
313,125.50390474925608
314,47.053685131745425
315,-26.291894933585542
316,177.9730054694172
317,-63.46110105723135
318,124.2955351639559
319,147.62052514070723
320,-38.05368564190276
321,-207.12984655033685
322,-103.70508595495461
323,-0.1753555074823825
324,-49.51924732701504
325,-42.88406849382969
326,152.8831875133806
327,128.61293698929705
328,19.85409339296284
329,-93.46728357730721
330,181.6879120132827
331,-70.01791783592293
332,60.717060495041636
333,74.85487049122509
334,93.66380751810158
335,-109.98110322757593
336,109.08247485638685
337,-39.732535878841695
338,83.37950824370104
339,-87.60658713164145
340,-206.89943177559863
341,152.86836270496704
342,-98.00663808073827
343,60.8039826642891
344,120.59816388842809
345,25.53008772204149
346,-180.16537677791467
347,-38.69253072229872
348,-52.82171803694771
349,-121.8453931931734
350,7.084658505567926
351,-92.88495150065478
352,-44.115543239172894
353,-168.68967466297306
354,-223.10386385683762
355,0.45146945908557434
356,-210.34282090819926
357,180.06397079720426
358,-14.52088876903234
359,13.493141108530484
360,27.665248054262108
361,236.08214098096596
362,-31.988074306653353
363,129.4800273178481
364,52.441421907553604
365,5.512742477318525
366,-91.0775265742456
367,-14.588774587471352
368,217.7465774399778
369,-19.579965802750372
370,-142.35849294570403
371,-55.31770889750176
372,-98.39234757513681
373,3.7816201683904236
374,-20.020958337848327
375,-67.82883052367664
376,-21.59912113929698
377,-177.33961161288227
378,-127.25520809095778
379,40.168286872526245
380,-42.35690952402668
381,-161.8216103352261
382,82.86032314415888
383,-5.4480729716473855
384,128.1022545993415
385,-51.76281894889849
386,-2.164206389775411
387,168.85705108293527
388,166.0257892394497
389,41.619997455667985
390,-32.05451874379123
391,54.35538016965192
392,106.286399878286
393,-41.69698355667498
394,-73.54160979102717
395,-86.44777482434651
396,-191.0397474385365
397,120.51176602900955
398,60.13083631655721
399,52.25533508148587
